"","Name","State","District","tehsil","village","shape_length","shape_area","longtitude","latitude","electricity","treated_water","electronics","phone","transport"
"8757","Kumpur (77)",3,38,214,30828,0.0388076280065,8.16678267204e-05,75.6772171654351,31.7501661912804,98.9,48.4,29.0333333333333,88.2,48.4
"8758","Khokhar Dawa Khri (79)",3,38,214,30829,0.0572191189639,0.000144539400051,75.6849861890002,31.7515426960148,98.8,32.3,37.1666666666667,85.4,68.9
"8759","Data (4)",3,38,214,30830,0.0435266029957,6.85414624915e-05,75.7038468160614,31.7602081525374,96.6,70.7,41.9666666666667,98.3,96.6
"8760","Bhana (3)",3,38,214,30831,0.0571618279851,0.000111596765287,75.708391702058,31.7672737845789,99.1,38.3,50.9,92.4,82.9
"8761","Argowal (10)",3,38,214,30832,0.0995836377597,0.00036318752036,75.7318114230306,31.7510055814882,91.4,20.5,34.8,78.5,54.6
"8762","Dholowal (8)",3,38,214,30833,0.0458358091009,6.79867067291e-05,75.7200572281152,31.7497747141062,97.1,41.9,37.1666666666667,89.6,85.7
"8763","Nangal (81)",3,38,214,30835,0.0320552998336,5.1850246224e-05,75.7011185513649,31.755925520962,100,15.3,37,84,46.7
"8765","Jitabaid (6)",3,38,214,30837,0.0581191137609,0.000154016820483,75.7079463927319,31.7494659135683,96.4,64.3,30.9666666666667,96.4,71.4
"8766","Tur (80)",3,38,214,30838,0.0353685130987,7.84013729421e-05,75.6938992666496,31.7477625226679,100,28.6,32.4,91.4,80
"8768","Khun Khun Kalan (69)",3,38,214,30840,0.0396963449519,7.91989444619e-05,75.6741405022295,31.74219599217,96.9,25.7,42.0333333333333,86.3,80.1
"8770","Darga Heri (63)",3,38,214,30842,0.0605118361524,8.23484774302e-05,75.6613264015,31.7227861573607,98,70.6,45.0666666666667,92.1,80.4
"8771","Lodhi Chak (57)",3,38,214,30843,0.063536451748,0.000143442597653,75.652746266835,31.7121759919839,97.3,43.3,41,93.6,88.8
"8772","Gahot (56)",3,38,214,30844,0.0331188101614,5.45442899547e-05,75.6553652751609,31.705999602707,100,75.7,36.9666666666667,97.3,86.5
"8773","Harsi Pind (49)",3,38,214,30845,0.0953320869365,0.000414022311958,75.6563574090264,31.6943502229262,91.9,52.9,43.6,85.7,65.1
"8774","Salahpur (55)",3,38,214,30846,0.0400657778119,6.39633892379e-05,75.6656504249295,31.7048875083046,98.1,88.9,42.6,96.3,96.3
"8775","Rajpur (58)",3,38,214,30847,0.0419392442075,6.17476031859e-05,75.6620881265007,31.7119609075668,98,83.1,43.7,86.4,67.6
"8776","Malakpur Bodal (54)",3,38,214,30848,0.0639628758675,0.000102886243116,75.6704552439853,31.7083661277306,98.8,39.5,36.4666666666667,90.7,70.9
"8777","Chattowal (61)",3,38,214,30849,0.0399295503112,8.3554165434e-05,75.6813542241728,31.7187738418095,100,55.1,43.3,98,80.2
"8779","Sohian (62)",3,38,214,30851,0.0428993785686,9.87353389342e-05,75.6694739407037,31.7266142456431,98.2,57.9,50.7,87.7,67.3
"8780","Bagol Khurd (67)",3,38,214,30852,0.077463006956,0.000124842173398,75.67058699525,31.7322024766463,94.6,59.5,41,96,64.9
"8781","Khanpur (28)",3,38,214,30853,0.051316784329,8.97625682275e-05,75.6874769160001,31.7367543372985,92.7,26.4,35.1333333333333,73.6,60.9
"8782","Shekhupur Kalan (29)",3,38,214,30854,0.0472618215942,8.16241391378e-05,75.6839905736861,31.7321578694065,97.8,51.1,41.4666666666667,97.7,91.1
"8783","Dehriwala (30)",3,38,214,30855,0.0516728841401,9.87999111706e-05,75.6859528253988,31.7268501413316,90.2,14.7,33.3333333333333,85.3,46.3
"8784","Dhugga Kalan (31)",3,38,214,30856,0.0554648689718,0.000192994611068,75.6941768876737,31.7196340642665,97.5,68.1,39,82.1,71.1
"8785","Kotli (59)",3,38,214,30857,0.033749535283,4.66904735222e-05,75.6773906402659,31.7064904874566,100,10.3,39.7,78,63.2
"8786","Nangal Khunga (53)",3,38,214,30858,0.0708897256262,0.000190842052273,75.6808472007338,31.6963781030724,97.9,24.1,34.8333333333333,88.7,73.3
"8787","Budhi Pind (50)",3,38,214,30859,0.0760561163603,0.000297780636381,75.6815402024773,31.6852320844578,97.7,60.5,45.1,85.1,68.2
"8788","Masit Palkot (51)",3,38,214,30860,0.0749750678478,0.000284453726248,75.7000862210753,31.6827590045953,98,47.1,44.5333333333333,77.2,59.7
"8789","Mohan (52)",3,38,214,30861,0.0455474921015,0.00010335953454,75.7011500212702,31.6954285134867,90.8,14.6,28.2333333333333,69.9,60
"8790","Johal (33)",3,38,214,30862,0.0681185287143,0.000279132352903,75.6906778870173,31.7058933220459,99,26.7,35.0666666666667,85.7,64.6
"8791","Alar Pind  (34)",3,38,214,30863,0.0556193672924,0.000182460061371,75.706556948926,31.7060038479078,99.1,36.3,35.4,83.2,66.3
"8793","Jia Sahota Khurd (23)",3,38,214,30865,0.0321172732545,5.08506710344e-05,75.7168433716021,31.7302597840512,97.6,25,40.1,86.8,77.4
"8795","Thinda (24)",3,38,214,30867,0.0494786246729,9.77163437292e-05,75.7132467116388,31.7415991980475,99.2,46.9,42.0666666666667,82.5,69
"8796","Chipra (25)",3,38,214,30868,0.0388937836015,8.36831235369e-05,75.7193871140271,31.7390676504739,98.1,42.8,36.5,90,71.7
"8797","Hardo Patti Braich (9)",3,38,214,30869,0.0327074306781,4.55134638751e-05,75.7247413987563,31.7383830421266,100,42.1,43.8666666666667,92,65.8
"8798","Jia Sahota Kalan (21)",3,38,214,30870,0.0435199259097,5.86982184004e-05,75.7375144436497,31.7393342122289,98.5,36.4,41.9,89.3,65.1
"8799","Chohak (22)",3,38,214,30871,0.0707331012883,0.000181214017126,75.7330447687131,31.7272727898817,99.2,57.2,44.2333333333333,83.4,61
"8800","Ramdaspur (38)",3,38,214,30872,0.0665130479431,0.000189689688387,75.7270489442118,31.7196316875849,99,44.7,39.5666666666667,92.9,74.1
"8802","Nangal (36)",3,38,214,30874,0.0354143814108,6.95535977816e-05,75.7178754190112,31.7056943862955,98.5,61.8,33.3333333333333,73.6,50
"8803","Pandori Malhian (53)",3,38,214,30875,0.0540806398119,0.000152593723093,75.7165298507198,31.6962908942964,95.1,62.8,36.6,80.4,68.6
"8804","Sakrala (54)",3,38,214,30876,0.0653149592251,0.000245327967108,75.7174098184844,31.6842623687058,88.3,32.7,28.2,76.5,51.9
"8805","Sarain (55)",3,38,214,30877,0.0700488425322,0.000190114753121,75.7386786465002,31.6729965552876,93.9,36.9,39.1333333333333,87.2,65.4
"8806","Chotala (58)",3,38,214,30878,0.117492332634,0.000576528763677,75.7471804452771,31.6602190257055,97,72.2,32.7666666666667,79.9,45.6
"8807","Dhurian (56)",3,38,214,30879,0.0406521300805,9.65539013139e-05,75.7434532707217,31.6812951239649,92,34,38,87,53
"8808","Darapur (52)",3,38,214,30880,0.0958125296967,0.000360865168298,75.7359884100947,31.6916234656933,97,73.6,35.3666666666667,88.8,73.1
"8809","Malhian (35)",3,38,214,30881,0.0480800163697,8.61518336007e-05,75.7267979696007,31.704429285464,96,12,34,88,42
"8810","Dharamkot (51)",3,38,214,30882,0.0385215666166,7.93610310224e-05,75.7379425554967,31.7037864343008,96.3,34.6,28.6333333333333,74.7,43.9
"8812","Khiala Balanda (49)",3,38,214,30884,0.0819735187418,0.000261829232474,75.7625182875001,31.6892311561658,93.6,30.4,40.5333333333333,85.6,56
"8813","Birampur (48)",3,38,214,30885,0.0625728427561,0.000137454439147,75.7622055323138,31.6989537951435,98.8,44.9,40.5333333333333,92.2,80.3
"8814","Talwandi Jattan (46)",3,38,214,30886,0.0615778917535,0.000171926777217,75.7691183190773,31.7074560987614,98.4,30.7,37.1333333333333,84.8,70.3
"8815","Bahla (47)",3,38,214,30887,0.05442974565,0.000139269708266,75.7557433419515,31.71185074648,99,45.4,37.4,88.8,86.2
"8816","Galowal (40)",3,38,214,30888,0.0475071895298,0.000126403542969,75.7432306518169,31.7143495924301,95.1,32,31.0666666666667,79.7,44.7
"8817","Bagha (39)",3,38,214,30889,0.0491470043566,0.000132764749784,75.7459735766574,31.7243443385302,96.8,53.5,40.4666666666667,88.1,67.6
"8818","Sarhala (41)",3,38,214,30890,0.0448111036453,0.000127576349461,75.7560897133034,31.7265130888296,97.9,47.2,41.7,78.4,69.4
"8819","Machhian (44)",3,38,214,30891,0.0446652314257,9.82943622555e-05,75.7754678600077,31.7205167618734,95.8,45.4,41.7333333333333,94.9,63
"8820","Khurd  (45)",3,38,214,30892,0.0460229834342,9.632150783e-05,75.7798024265908,31.7087816718358,95.4,49.1,34.2666666666667,90.7,71.8
"8821","Pakhowal (432)",3,38,214,30893,0.0349443190114,5.1001426526e-05,75.7851894815817,31.7059121980994,100,16.9,39.5,93.8,81.6
"8822","Chak Nurali (433)",3,38,214,30894,0.0561106458926,0.000159763949531,75.7946503873414,31.7117503369603,98.5,20.9,35.8333333333333,94.1,68.7
"8823","Sehjowal (438)",3,38,214,30895,0.0643750027533,0.0001716131177,75.789412946745,31.7216845700199,98.2,43,50.6,93.8,73.7
"8824","Musa (439)",3,38,214,30896,0.0479753621377,9.12056049297e-05,75.7828000920001,31.7279722737521,98.4,52.4,45.3666666666667,95.1,59
"8825","Rana (43)",3,38,214,30897,0.0446253540998,0.000109674537231,75.7776810362115,31.7335259518372,99.1,5.4,35.1333333333333,80,53.7
"8826","Gondpur (42)",3,38,214,30898,0.113503253301,0.000342377362767,75.7647365082501,31.7257907274107,97.5,27.2,37.7666666666667,87,67.8
"8828","Ramtatwali (470)",3,38,214,30901,0.240131888582,0.0012232850161,75.8628274535001,31.747903750557,87.3,15.3,34.2,82.1,46.3
"8830","Katohar (468)",3,38,214,30903,0.127960110447,0.00046555989679,75.8568540116798,31.7668546237784,91.5,85.1,31.9333333333333,77.7,42.6
"8831","Manhota (466)",3,38,214,30904,0.112239003028,0.000343585185824,75.86445478825,31.7770422474436,94.4,0.9,35.5,86.9,56.1
"8832","Thana (467)",3,38,214,30905,0.178273973004,0.000802173707346,75.8914364420002,31.8010679630631,90.6,0,31.9333333333333,68.8,40.6
"8833","Khangwari (465)",3,38,214,30906,0.229067108273,0.00151032163949,75.8564343239788,31.7931734186561,91.9,3.8,30.8,78.6,38.2
"8834","Narur (464)",3,38,214,30907,0.197914169244,0.000497231746276,75.8348486555001,31.7891600393212,96.2,75.6,37.1666666666667,87.8,55.7
"8836","Kakrali  (443)",3,38,214,30909,0.0722226958475,0.000191089484896,75.8196363793675,31.7634427300168,91.3,96.7,35.9,80.4,49
"8837","Mastiwal (442)",3,38,214,30910,0.0823199504162,0.00023178532981,75.8011688340001,31.7542496403088,95.6,15.8,34.3333333333333,78.8,55.2
"8839","Bhambowal (445)",3,38,214,30912,0.039534083572,6.11881480125e-05,75.7945683006531,31.7586449711025,98.9,61.9,44.2,94.5,79.4
"8840","Malhewal (446)",3,38,214,30913,0.0437424412916,0.00011108696572,75.7841827003699,31.75780748644,97.6,31.5,41.9666666666667,93.6,83.5
"8841","Mirzapur (17)",3,38,214,30914,0.0563790240399,0.000176077506801,75.7741965807818,31.7564627086792,96.6,3.5,34.7333333333333,85.7,72.6
"8842","Kan Dhalian (16)",3,38,214,30916,0.0295145371031,3.58001505225e-05,75.7658921842703,31.7562321451129,96,4.7,29.7666666666667,84.7,49.4
"8844","Balala  (20)",3,38,214,30918,0.0380685148461,7.02661926768e-05,75.7525111879206,31.7545988762674,100,44.7,39.3333333333333,89.6,67.2
"8845","Tund (14)",3,38,214,30919,0.0518041097071,0.000109378598331,75.7590736535957,31.7655664268232,92.6,20.6,38.2333333333333,81.6,60.3
"8846","Kalra (13)",3,38,214,30920,0.0433497170045,0.000114237782285,75.7469273353691,31.7612087926117,97.9,20.7,37.1333333333333,90.7,67.8
"8848","Manga (12)",3,38,214,30922,0.0611869210688,0.000163329561902,75.7426860244129,31.7727451569884,92.9,24.3,41.4666666666667,84.5,75.6
"8849","Bahtiwala (448)",3,38,214,30923,0.0405544554049,9.45160475734e-05,75.7511742392953,31.7709476737277,99,19.1,43.5,88.5,73.4
"8851","Fatehpur (450)",3,38,214,30925,0.0596008422641,0.000204406641487,75.7853083115001,31.7701661808223,92.7,1.6,34.7666666666667,88.8,52.9
"8853","Bhatalu (452)",3,38,214,30927,0.0563157728599,0.000142594358553,75.7916234346995,31.7815202570276,99.4,11,41.5,89.6,61.4
"8856","Daffer (1)",3,38,214,30930,0.181192913911,0.000566968004297,75.7339307958126,31.7824404302214,90.6,22.9,39.4666666666667,83.6,70
"8857","Mangarh (2)",3,38,214,30931,0.0664659235684,0.000186696372526,75.7171904175474,31.7657231056013,95.1,29.2,42.1333333333333,90.4,71.5
"8858","Kolar (97)",3,38,214,30932,0.0447800853402,0.000100204876846,75.7238288956346,31.7797899887448,91.4,18.4,33.1,84.8,50
"8859","Randhawa (96)",3,38,214,30933,0.0671648858904,0.000167624136147,75.7065043435348,31.7838573639613,97.9,7.3,41.5333333333333,85.6,53.9
"8861","Bajwa (112)",3,38,214,30935,0.0606150729699,9.13856128163e-05,75.6855174165002,31.7960614613571,99,30.2,46.1666666666667,96.9,79.2
"8862","Saggal (110)",3,38,214,30937,0.06601990208,0.000144016877528,75.6954975427993,31.8016126253712,97.2,40.7,35.7666666666667,89.8,63.3
"8863","Panwan (109)",3,38,214,30938,0.0654510913225,0.000190109025732,75.707152208041,31.803401645936,96.2,45.9,46.9333333333333,91.1,73
"8864","Jandaur (98)",3,38,214,30939,0.0550831557603,0.000172587181034,75.7156750899122,31.7897259929734,98.3,61.8,37.0666666666667,97.2,70.8
"8865","Thaker (99)",3,38,214,30940,0.057883948215,0.000148075475357,75.7252457571737,31.7946489790145,98,31.4,36.9333333333333,95.1,82.3
"8866","Mokh (455)",3,38,214,30941,0.0318551667762,3.2325681218e-05,75.7487269000107,31.788917742811,97.3,13.5,24.3333333333333,75.7,54.1
"8867","Jhojhar Chathial (456)",3,38,214,30942,0.063934041197,0.000152271790143,75.7573079729538,31.7941561911285,98.3,8.7,33.0333333333333,86.9,57.3
"8868","Shink Chathial (454)",3,38,214,30943,0.0615042409345,8.66415651257e-05,75.763209167216,31.7889321784653,98.6,0.7,33.3666666666667,86.3,66.4
"8870","Litt (458)",3,38,214,30945,0.163621899194,0.000417141074441,75.7874549652501,31.8256740299817,92.9,26.8,35.1666666666667,92.1,69.3
"8871","Chahang Basoya (459)",3,38,214,30947,0.0543361732419,0.000108874961742,75.7777974247498,31.8044462951791,99.5,1.5,35.5333333333333,84.8,47.7
"8875","Barohi (463)",3,38,214,30951,0.131348710176,0.000481969492352,75.8243402031322,31.7962643789382,88.2,85.3,27.4333333333333,70.6,31.6
"8876","Koi  (462)",3,38,214,30952,0.210691374409,0.000884379895558,75.8150348902707,31.80686831719,92.7,89.6,33.2,81.9,44.2
"8877","San Chak (647)",3,38,214,30953,0.0540439027543,9.5886629179e-05,75.7869616765001,31.8004559148416,93.1,21.8,34.4666666666667,88.1,52
"8881","Aglaur (641)",3,38,214,30959,0.214616028562,0.000508351404491,75.8017996722959,31.8353112141116,94.8,80.6,28.4,80.6,34.5
"8884","Rachh Palwan (163)",3,38,214,30962,0.0593347179013,0.000164071572359,75.7640719800249,31.8136376899294,97.2,25.7,34.0333333333333,98,70.8
"8885","Nagre (162)",3,38,214,30963,0.0410580476427,6.57481689405e-05,75.7532892956804,31.813122237843,100,29.6,39.4,90.9,84.1
"8886","Sajjan (104)",3,38,214,30966,0.034285224288,5.05520375859e-05,75.7378900607522,31.8078908632329,99.2,2.5,36.4,81.7,59.2
"8887","Pandher (106)",3,38,214,30967,0.11024614236,0.000197855804745,75.7359309347501,31.8171985431186,100,12.8,36.8,90.4,81.6
"8888","Kakoa (160)",3,38,214,30968,0.0346400930352,5.97752971066e-05,75.7448937186681,31.8202434319594,95.7,6.9,42.3333333333333,89.6,65.2
"8889","Garjeli (107)",3,38,214,30969,0.0519303880969,7.13206729524e-05,75.7264594612583,31.8165050104594,87.5,62.5,40.2666666666667,79.2,75
"8890","Khun Khun Sarki (103)",3,38,214,30970,0.0386813024357,6.56459106789e-05,75.7317539769733,31.8093844935548,90.5,63.8,44.1333333333333,95.2,86.7
"8891","Chhaurian (102)",3,38,214,30972,0.0386868619398,6.84002955711e-05,75.7169165748322,31.8112406529662,98.4,12.7,32.8333333333333,84,49.2
"8892","Takipur (101)",3,38,214,30973,0.0667954985166,0.000152513000782,75.7212673046473,31.804460174152,94.9,38.5,29.9333333333333,76.9,53.9
"8893","Bangalipur (108)",3,38,214,30974,0.0595143991913,0.000101204538622,75.6993212367501,31.8120526980965,98,29.1,34.9333333333333,87.8,73.6
"8894","Odrah (134)",3,38,214,30975,0.0436276217646,0.000104456770131,75.6891606439545,31.8104142874562,98.5,59.9,39.1666666666667,93.2,73.5
"8895","Ballagan (133)",3,38,214,30976,0.0595143312837,0.000165379629925,75.6800022232782,31.8114566136789,91.5,46.2,34.3333333333333,86.4,56.3
"8896","Jalota (135)",3,38,214,30977,0.0585195503249,0.000170256145036,75.6918539285361,31.8204233589491,98.5,25.8,38.0333333333333,88.7,63.5
"8897","Hardothala (138)",3,38,214,30978,0.0690247559785,0.000160502185895,75.6731855320442,31.8254820025873,98.6,61.9,32.1666666666667,73.5,76.9
"8898","Chandidass (136)",3,38,214,30979,0.100196649271,0.000307310909798,75.7043215730303,31.8263061399082,97.7,49.4,42.5,97.7,74.7
"8899","Kallowal (158)",3,38,214,30980,0.0844918791361,0.00021357456732,75.7199771572879,31.8254079097775,100,37.4,39.5333333333333,96.1,98.4
"8900","Passi Kandi (159)",3,38,214,30981,0.0895400480537,0.000256554566839,75.7346976376422,31.8291788082348,97.5,20.8,34.7333333333333,89,55.6
"8901","Dulminwal (166)",3,38,214,30982,0.0490433802696,0.000129376695923,75.7525325790821,31.8301617134171,97.8,7.6,34.4333333333333,89.1,64.2
"8902","Rattre (167)",3,38,214,30983,0.0448156031867,8.34465812365e-05,75.7495419725806,31.836958119793,96.5,14,35.7,77.2,56.1
"8903","Morian (168)",3,38,214,30984,0.0519368663565,0.0001220738295,75.7485159860001,31.8435700469244,100,18,32.1666666666667,69.7,50.5
"8905","Banial (157)",3,38,214,30986,0.0860879755993,0.000250537434703,75.7195964192502,31.8386601757494,98.4,29.9,33.8666666666667,84.3,68.5
"8906","Mirpur (155)",3,38,214,30988,0.0656027427846,0.000120428785753,75.6925726845002,31.846188139563,96.7,31.1,31.1333333333333,68.8,58.3
"8907","Chak Mehra (137)",3,38,214,30990,0.0686220476495,0.000252521586482,75.6864777506179,31.8322527392634,96,21.8,33.2333333333333,73.4,60.4
"8908","Sarinpur (139)",3,38,214,30991,0.136913249955,0.00030991884553,75.6772624217389,31.8391386122833,92.9,38.9,31.5,87.4,68.3
"8911","Mian Ka Pind (152)",3,38,214,30995,0.0498591308594,0.000111936769551,75.6653172551119,31.8447470536005,99.2,34.4,31.9333333333333,83.2,44.6
"8912","Chak Kasim (150)",3,38,214,30996,0.058647244678,0.000110090598613,75.6497714685141,31.8488584153968,96.7,10,37.0333333333333,90,81.1
"8913","Unchi Bassi (195)",3,38,214,30997,0.106967381863,0.00028669614281,75.6349355542501,31.8574472311361,97.3,81.2,42.1666666666667,85.4,53.6
"8914","Lamin (194)",3,38,214,30998,0.0837114433404,0.000253392781159,75.6413908255,31.8767636399104,97.5,66.4,50.7666666666667,93,68.3
"8915","Fatehgarh (151)",3,38,214,30999,0.0589475463141,0.000132990461452,75.6593959495001,31.8681466086514,90.9,92.4,35.3333333333333,87.9,59
"8916","Gag Sultan (182)",3,38,214,31000,0.052566784272,0.000103191861004,75.6815310625001,31.8609208831088,97.9,21.9,31.4333333333333,91.6,59.1
"8917","Sagran (153)",3,38,214,31001,0.0655254411589,0.0002029710509,75.6832283119457,31.8512630060981,98.3,45.4,32.3666666666667,84,54.6
"8918","Sahu Ka Pind (179)",3,38,214,31002,0.0556866726151,0.000114173508187,75.7013520170001,31.8531159860266,96.9,49,32.2666666666667,80.2,50
"8919","Sundia (180)",3,38,214,31003,0.0418890607856,9.03452708924e-05,75.6974569909703,31.8595661458503,88.1,26.6,33.9333333333333,70.7,39.5
"8920","Haler (181)",3,38,214,31004,0.0676008602022,0.000132334104848,75.6831995515001,31.8693485506919,94.3,9.6,36.7,88.4,56.5
"8921","Ghogra (183)",3,38,214,31005,0.112275343011,0.000428257797977,75.6951312252501,31.8739043954134,89.7,38.3,31.5,76.4,42.8
"8922","Toe Makhowal (634)",3,38,214,31007,0.0693853913655,0.00019146476375,75.7088825722678,31.869040809405,96.1,29.6,36.5333333333333,96.1,71.5
"8923","Kaluwal (156)",3,38,214,31008,0.0495165880278,9.99739667252e-05,75.7116823890473,31.8477524982536,98.4,22.2,31.2333333333333,84.1,50.8
"8926","Raghowal (170)",3,38,214,31011,0.061302122246,0.000178474125574,75.7431754692816,31.8516926534543,82.5,30.7,29.8333333333333,72.8,49.2
"8929","Mehar Bhatoli (177)",3,38,214,31014,0.0995597605986,0.000213899385582,75.7321564855002,31.8570904188763,99.3,53.9,32.1333333333333,95,74.8
"8932","Dhaddar (185)",3,38,214,31017,0.0318248572612,3.67846366344e-05,75.7155815765796,31.8801460042573,100,27.7,34.3333333333333,91.1,63.4
"8933","Jalal Chak (184)",3,38,214,31018,0.0375697603842,7.19164522862e-05,75.7062938132309,31.8811043205388,96.2,61.3,33.0333333333333,82.1,58.5
"8934","Jio Chak (187)",3,38,214,31019,0.0453464610633,7.31615531071e-05,75.7012101195,31.8873972902394,97.6,22,34.1666666666667,78.1,68.3
"8935","Behbowal (224)",3,38,214,31020,0.207349255169,0.000616278169357,75.7230026943567,31.8961516700077,95.9,44.9,40.4333333333333,91.7,75.6
"8936","Kattowal  (186)",3,38,214,31021,0.0440965272777,7.28537930332e-05,75.7119302848232,31.8863723592313,96.8,24.8,33.7,73.2,55.9
"8937","Sehrak (628)",3,38,214,31023,0.0566070189253,7.92797905951e-05,75.7430379680001,31.8747957946321,96.6,71.1,31.9333333333333,74.5,40
"8938","Bisso Chak (171)",3,38,214,31025,0.0748447223681,0.000172615932302,75.7438850337023,31.8656062184143,95.6,20.7,35.4333333333333,85.6,47.5
"8940","Chak Phala (629)",3,38,214,31027,0.0863031656629,0.000253113027422,75.7651871183619,31.8718017214922,92.6,80.9,37.2333333333333,83.9,54.4
"8941","Dholia (633)",3,38,214,31028,0.0320819930763,4.27235091e-05,75.745593518127,31.890230847963,96.4,98.8,30.1333333333333,80.7,48.2
"8942","Badla (626)",3,38,214,31029,0.287359087319,0.00136709543788,75.7579810844836,31.8866127044611,97.4,84.7,39.8333333333333,86.1,51.8
"8943","Hardo Neknama (637)",3,38,214,31031,0.172130297796,0.000666640577926,75.7643452370002,31.8558992745592,96.5,24.7,34.9,85.3,50.6
"8944","Dadial  (640)",3,38,214,31032,0.200714091049,0.00145548811586,75.788296582325,31.8466149365194,96,48.7,32.5,86.6,44.9
"8945","Rampur 639)",3,38,214,31033,0.119332726931,0.000403736805123,75.8097274980941,31.8679141582829,96.5,91.7,36.4333333333333,79,50
"8946","Urmar Tanda (M Cl)",3,38,214,800171,0.131229807517,0.000737392645575,75.6361062053364,31.6751485424625,98.2928571428571,78.0357142857143,41.8047619047619,87.9142857142857,74.2571428571429
"8947","Dasua (M Cl)",3,38,214,800172,0.125146162738,0.000518314192688,75.6624198827093,31.8102930825847,97.6642857142857,74.55,38.9238095238095,86.4785714285714,64.6571428571429
"8948","Gardhiwala (M Cl)",3,38,214,800173,0.31633183938,0.00100137483696,75.8020641645001,31.7422816774026,98.9666666666666,69.45,44.1805555555556,86.3,70.475
"8949","Mawa (559)",3,38,215,31036,0.131131476238,0.000322285471031,75.7519815410001,31.9080801298757,94.6,89.3,28.3,91.1,58.9
"8950","Sahaura Dadial (624)",3,38,215,31037,0.0642644303905,0.000226167988909,75.7376086230589,31.9144578061476,98.4,100,28.8,88,52.3
"8951","Jakhrawal (625)",3,38,215,31038,0.0520771134118,0.000124071854693,75.7290115824965,31.9057557928486,98.9,98.9,31.2333333333333,91.5,52.1
"8952","Kaulian (225)",3,38,215,31039,0.0238085810116,2.9571321118e-05,75.7099662889586,31.9006976253068,100,100,41.9,93.5,58.1
"8953","Nangal Bihalan (226)",3,38,215,31040,0.102634096324,0.00040128351997,75.7126234484552,31.9099802338802,97.8,54.5,33.6333333333333,84.9,47.5
"8955","Ransota (228)",3,38,215,31042,0.0579068941516,9.14881567066e-05,75.7119381527756,31.9212177737583,98.2,51.8,34.3333333333333,92.7,53.7
"8956","Ittian (229)",3,38,215,31043,0.121539997249,0.000310028356503,75.6989517014914,31.9263625702208,96.6,47,37.6,93.2,52.1
"8957","Dhirowal (232)",3,38,215,31044,0.058401913114,0.000111182481448,75.6807949156774,31.9250243807459,98.6,74.6,38.0666666666667,98.6,78.8
"8958","Sunderpur (227)",3,38,215,31045,0.0655030078812,0.000140007780438,75.6910952265001,31.915255328962,98.8,67.1,36.1,83.5,57.6
"8959","Barnala (222)",3,38,215,31046,0.0712149232598,0.000114130206142,75.6909714682502,31.9068531935076,98.8,78.8,35.1666666666667,83.6,54
"8960","Singhpur (223)",3,38,215,31047,0.0475409770455,7.4582784315e-05,75.6914131355002,31.8996367990128,99.4,74.5,33.5333333333333,90.3,60.3
"8961","Kaulpur (189)",3,38,215,31048,0.0617480167702,0.000143951605446,75.6794121875437,31.8925103531564,97.8,97.1,36.2,85.6,72.6
"8962","Daulowal (188)",3,38,215,31049,0.0434467675878,9.07600160353e-05,75.6878509485628,31.8867688905113,99.4,56.8,32.9333333333333,89.2,54.5
"8963","Balhaddah (190)",3,38,215,31050,0.0516394593179,9.14329160088e-05,75.6756333415183,31.8849409202406,99.1,2.7,35.5,85.4,61.4
"8964","Jhigla Pind (191)",3,38,215,31051,0.0521988526479,0.000102976008139,75.6645912558781,31.884678513156,98.4,86.8,36.6333333333333,93.4,73.8
"8965","Pandori (192)",3,38,215,31053,0.0791069572599,0.000258483915243,75.6614065935912,31.8959182048407,99.3,92.3,34.6,87,60.9
"8966","Bhagran (221)",3,38,215,31054,0.0574037260261,0.000151742661577,75.6791477399596,31.9027074722563,97.3,79.5,36.9666666666667,90.4,82.2
"8967","Barota Urf Puro Nangal (220)",3,38,215,31055,0.0622587627022,0.000222273783663,75.6734970673519,31.9141432619859,91.2,5.9,37.5,89.7,63.2
"8968","Mehatpur (216)",3,38,215,31056,0.0652302640787,0.000133990552208,75.6633233526297,31.9108860450688,100,53.1,35.8666666666667,94.7,77.3
"8969","Mansurpur (215)",3,38,215,31057,0.092088744042,0.000343647352109,75.6507977298428,31.9180047960369,98.8,66.9,38.4,85.6,66.1
"8971","Aima Mangat (213)",3,38,215,31059,0.0644767044315,0.000191306152755,75.6338819266666,31.8970898024882,99.6,15,40.4,94.5,73.3
"8972","Pind Sahibka  (201)",3,38,215,31060,0.0457093101767,0.000118819501316,75.6218054887204,31.8903801716565,97.6,4.8,33.3666666666667,88.6,56.5
"8973","Gaunspur (199)",3,38,215,31061,0.0383964168873,7.46003312867e-05,75.6301616299753,31.8780180188708,97.5,27,33.9,82.8,54.1
"8974","Devi Dass  (198)",3,38,215,31062,0.0452685231928,9.33201712111e-05,75.6227069345001,31.8771771835821,95.3,45.5,35.9,87.1,76.3
"8975","Makha (200)",3,38,215,31063,0.0446199335687,8.77524084668e-05,75.6158991504579,31.881495837053,98.5,0,33.8,80.6,58.2
"8976","Langah (202)",3,38,215,31064,0.0552880155011,0.000160573235183,75.6081559388315,31.8870766491091,97.7,25.6,30.2,58.1,38.4
"8978","Sihan (203)",3,38,215,31067,0.0458888499074,0.000100117447572,75.5985881455577,31.8951805882029,96.1,16.7,30.0666666666667,87.3,52.9
